catalog_id,origin,source,fold,n_items,n_users,sales_hhi,sales_norm_entropy,attr_entropy,mean_history_length,headroom
syn_V1000_EHIGH_z0.5_e0.6_m4_s2,synthetic,inline_fallback,screen,1000,500,0.002646005699662818,0.9142651586437573,1.478473488273023,4.996,-0.03968691884225001
syn_V1000_EHIGH_z1.5_e0.2_m10_s0,synthetic,inline_fallback,screen,1000,500,0.14297955853307104,0.4464902607275851,1.4623608488733257,10.63,-0.2895151408001174
syn_V1000_EHIGH_z1.5_e0.2_m10_s1,synthetic,inline_fallback,screen,1000,500,0.2124843436913085,0.3948366890529155,1.4731506582196416,10.462,-0.2627238616779056
syn_V1000_EHIGH_z1.5_e0.2_m10_s2,synthetic,inline_fallback,screen,1000,500,0.1666427547857834,0.42312866161172163,1.478473488273023,10.602,-0.2764672058171916
syn_V1000_EHIGH_z1.5_e0.2_m4_s0,synthetic,inline_fallback,screen,1000,500,0.1468172644901959,0.43500970892877266,1.4623608488733257,4.846,-0.26902758660911064
syn_V1000_EHIGH_z1.5_e0.2_m4_s1,synthetic,inline_fallback,screen,1000,500,0.21567831234056128,0.38328049868046676,1.4731506582196416,5.002,-0.27213615046509376
syn_V1000_EHIGH_z1.5_e0.2_m4_s2,synthetic,inline_fallback,screen,1000,500,0.16046118826296996,0.42402570205488477,1.478473488273023,5.178,-0.3017465835419025
syn_V1000_EHIGH_z1.5_e0.6_m10_s0,synthetic,inline_fallback,screen,1000,500,0.06991390380513225,0.5612288445821068,1.4623608488733257,10.396,-0.19536642637937315
syn_V1000_EHIGH_z1.5_e0.6_m10_s1,synthetic,inline_fallback,screen,1000,500,0.1406996238222055,0.47613839885614034,1.4731506582196416,10.98,-0.19058311827286611
syn_V1000_EHIGH_z1.5_e0.6_m10_s2,synthetic,inline_fallback,screen,1000,500,0.08720465262589806,0.523523669800713,1.478473488273023,10.716,-0.19673951195025316
syn_V1000_EHIGH_z1.5_e0.6_m4_s0,synthetic,inline_fallback,screen,1000,500,0.06691780887811997,0.5437145484885394,1.4623608488733257,4.812,-0.22321802143067043
syn_V1000_EHIGH_z1.5_e0.6_m4_s1,synthetic,inline_fallback,screen,1000,500,0.16797793939524447,0.44378298202481514,1.4731506582196416,4.838,-0.19284821650085146
syn_V1000_EHIGH_z1.5_e0.6_m4_s2,synthetic,inline_fallback,screen,1000,500,0.09423334812312562,0.4965613707586251,1.478473488273023,4.996,-0.18958663894261005
syn_V1000_ELOW_z0.5_e0.2_m10_s0,synthetic,inline_fallback,screen,1000,500,0.002300726804522652,0.9438797921057851,1.0363435602912583,10.856,-0.02939492502389074
syn_V1000_ELOW_z0.5_e0.2_m10_s1,synthetic,inline_fallback,screen,1000,500,0.002157676115933269,0.944255281641989,0.9868230951246263,10.394,-0.02656943416450015
syn_V1000_ELOW_z0.5_e0.2_m10_s2,synthetic,inline_fallback,screen,1000,500,0.0022535515105054985,0.9455003421435645,1.0429008621622746,10.696,-0.03543523045342713
syn_V1000_ELOW_z0.5_e0.2_m4_s0,synthetic,inline_fallback,screen,1000,500,0.0024562957402889845,0.91990452098665,1.0363435602912583,5.078,-0.024401251250097115
syn_V1000_ELOW_z0.5_e0.2_m4_s1,synthetic,inline_fallback,screen,1000,500,0.002365112033183439,0.9169144490375215,0.9868230951246263,4.748,-0.025155564937833736
syn_V1000_ELOW_z0.5_e0.2_m4_s2,synthetic,inline_fallback,screen,1000,500,0.002736123080851607,0.9177581606671098,1.0429008621622746,4.926,-0.04512129524953574
syn_V1000_ELOW_z0.5_e0.6_m10_s0,synthetic,inline_fallback,screen,1000,500,0.0023289854669790214,0.9441689542287907,1.0363435602912583,10.526,-0.035720671882577534
syn_V1000_ELOW_z0.5_e0.6_m10_s1,synthetic,inline_fallback,screen,1000,500,0.002097602700374776,0.9474972668037662,0.9868230951246263,10.944,-0.02583728214222757
syn_V1000_ELOW_z0.5_e0.6_m10_s2,synthetic,inline_fallback,screen,1000,500,0.002181658242528834,0.9473720186075104,1.0429008621622746,10.702,-0.03193404768638754
syn_V1000_ELOW_z0.5_e0.6_m4_s0,synthetic,inline_fallback,screen,1000,500,0.002373590318013482,0.9238452146643588,1.0363435602912583,5.09,-0.025283763221870002
syn_V1000_ELOW_z0.5_e0.6_m4_s1,synthetic,inline_fallback,screen,1000,500,0.002345852764725699,0.9246624995034785,0.9868230951246263,5.132,-0.0279387520127261
syn_V1000_ELOW_z0.5_e0.6_m4_s2,synthetic,inline_fallback,screen,1000,500,0.002825788409787488,0.9085240201291677,1.0429008621622746,4.838,-0.03638653372539542
syn_V1000_ELOW_z1.5_e0.2_m10_s0,synthetic,inline_fallback,screen,1000,500,0.1863243314811961,0.411693789331081,1.0363435602912583,10.856,-0.26360491236955186
syn_V1000_ELOW_z1.5_e0.2_m10_s1,synthetic,inline_fallback,screen,1000,500,0.1612280317738353,0.42184363832410327,0.9868230951246263,10.394,-0.28720994992520354
syn_V1000_ELOW_z1.5_e0.2_m10_s2,synthetic,inline_fallback,screen,1000,500,0.18974650916203517,0.40629133465754924,1.0429008621622746,10.696,-0.24633406668934507
syn_V1000_ELOW_z1.5_e0.2_m4_s0,synthetic,inline_fallback,screen,1000,500,0.17470504785137922,0.4131818328306583,1.0363435602912583,5.078,-0.24280270811578278
syn_V1000_ELOW_z1.5_e0.2_m4_s1,synthetic,inline_fallback,screen,1000,500,0.15614449407570663,0.4125804632065018,0.9868230951246263,4.748,-0.26105665482767015
syn_V1000_ELOW_z1.5_e0.2_m4_s2,synthetic,inline_fallback,screen,1000,500,0.1890906189153819,0.4067390548986445,1.0429008621622746,4.926,-0.2566448820924946
syn_V1000_ELOW_z1.5_e0.6_m10_s0,synthetic,inline_fallback,screen,1000,500,0.12545672673645358,0.4541301391448474,1.0363435602912583,10.526,-0.25185832752964765
syn_V1000_ELOW_z1.5_e0.6_m10_s1,synthetic,inline_fallback,screen,1000,500,0.1173636000952338,0.4569951095409907,0.9868230951246263,10.944,-0.2623462675784778
syn_V1000_ELOW_z1.5_e0.6_m10_s2,synthetic,inline_fallback,screen,1000,500,0.1766001625032016,0.4122830437449833,1.0429008621622746,10.702,-0.23170064842139312
syn_V1000_ELOW_z1.5_e0.6_m4_s0,synthetic,inline_fallback,screen,1000,500,0.1258163588142346,0.44856458227453705,1.0363435602912583,5.09,-0.2433577103742587
syn_V1000_ELOW_z1.5_e0.6_m4_s1,synthetic,inline_fallback,screen,1000,500,0.11557477207607676,0.44703126232919066,0.9868230951246263,5.132,-0.2766467870852818
syn_V1000_ELOW_z1.5_e0.6_m4_s2,synthetic,inline_fallback,screen,1000,500,0.20517231448205614,0.388286433493353,1.0429008621622746,4.838,-0.2567877059321813
syn_V100_EHIGH_z0.5_e0.2_m10_s0,synthetic,inline_fallback,screen,100,500,0.014367107096903576,0.9637075050858571,1.4674726120182722,10.63,-0.06637191269646563
syn_V100_EHIGH_z0.5_e0.2_m10_s1,synthetic,inline_fallback,screen,100,500,0.016418866715661333,0.9555869973790827,1.428269797821298,10.462,-0.07881516366046466
syn_V100_EHIGH_z0.5_e0.2_m10_s2,synthetic,inline_fallback,screen,100,500,0.015028494719350825,0.9599068340628854,1.4569011273083443,10.602,-0.06704913927297713
syn_V100_EHIGH_z0.5_e0.2_m4_s0,synthetic,inline_fallback,screen,100,500,0.015585878132033317,0.9560535965211043,1.4674726120182722,4.846,-0.06642480969470371
syn_V100_EHIGH_z0.5_e0.2_m4_s1,synthetic,inline_fallback,screen,100,500,0.01684196627869898,0.9511915271247432,1.428269797821298,5.002,-0.11265984557617315
syn_V100_EHIGH_z0.5_e0.2_m4_s2,synthetic,inline_fallback,screen,100,500,0.014829347421030712,0.9599511673285464,1.4569011273083443,5.178,-0.06820758217036696
syn_V100_EHIGH_z0.5_e0.6_m10_s0,synthetic,inline_fallback,screen,100,500,0.014216438420688024,0.963688873935223,1.4674726120182722,10.396,-0.002885267705369987
syn_V100_EHIGH_z0.5_e0.6_m10_s1,synthetic,inline_fallback,screen,100,500,0.01592631518173146,0.9561399444373362,1.428269797821298,10.98,-0.030277259254861678
syn_V100_EHIGH_z0.5_e0.6_m10_s2,synthetic,inline_fallback,screen,100,500,0.014466255491896517,0.9641556310562611,1.4569011273083443,10.716,-0.019636694342503234
syn_V100_EHIGH_z0.5_e0.6_m4_s0,synthetic,inline_fallback,screen,100,500,0.014352488768005893,0.9594174584513432,1.4674726120182722,4.812,0.002549027772407979
syn_V100_EHIGH_z0.5_e0.6_m4_s1,synthetic,inline_fallback,screen,100,500,0.01621707462815123,0.9555699272109867,1.428269797821298,4.838,-0.06445326670659415
syn_V100_EHIGH_z0.5_e0.6_m4_s2,synthetic,inline_fallback,screen,100,500,0.016187365540281058,0.9517089488561299,1.4569011273083443,4.996,-0.014136670710898492
syn_V100_EHIGH_z1.5_e0.2_m10_s0,synthetic,inline_fallback,screen,100,500,0.16015744851394625,0.5892682215685292,1.4674726120182722,10.63,-0.2620528915024504
syn_V100_EHIGH_z1.5_e0.2_m10_s1,synthetic,inline_fallback,screen,100,500,0.23835239728393667,0.5176030307659172,1.428269797821298,10.462,-0.2337160409062477
syn_V100_EHIGH_z1.5_e0.2_m10_s2,synthetic,inline_fallback,screen,100,500,0.18510905164256253,0.560605072447089,1.4569011273083443,10.602,-0.23837376551568687
syn_V100_EHIGH_z1.5_e0.2_m4_s0,synthetic,inline_fallback,screen,100,500,0.16505909026733884,0.5821162365691148,1.4674726120182722,4.846,-0.22518597307509483
syn_V100_EHIGH_z1.5_e0.2_m4_s1,synthetic,inline_fallback,screen,100,500,0.24102907764668366,0.5105453704811768,1.428269797821298,5.002,-0.24127924081784222
syn_V100_EHIGH_z1.5_e0.2_m4_s2,synthetic,inline_fallback,screen,100,500,0.18026422508626955,0.5664373527658696,1.4569011273083443,5.178,-0.24022785742756098
syn_V100_EHIGH_z1.5_e0.6_m10_s0,synthetic,inline_fallback,screen,100,500,0.0800987826986939,0.7279301660952614,1.4674726120182722,10.396,-0.17912375878478412
syn_V100_EHIGH_z1.5_e0.6_m10_s1,synthetic,inline_fallback,screen,100,500,0.15970306575563778,0.6199073012766608,1.428269797821298,10.98,-0.15241146310805753
syn_V100_EHIGH_z1.5_e0.6_m10_s2,synthetic,inline_fallback,screen,100,500,0.10015495832345646,0.6811918899796485,1.4569011273083443,10.716,-0.16676190230011959
syn_V100_EHIGH_z1.5_e0.6_m4_s0,synthetic,inline_fallback,screen,100,500,0.07753683640526714,0.7184948594153292,1.4674726120182722,4.812,-0.18239716493799793
syn_V100_EHIGH_z1.5_e0.6_m4_s1,synthetic,inline_fallback,screen,100,500,0.18780381780890495,0.5894449273626783,1.428269797821298,4.838,-0.16362307139149823
syn_V100_EHIGH_z1.5_e0.6_m4_s2,synthetic,inline_fallback,screen,100,500,0.10749569045337547,0.6610110387678416,1.4569011273083443,4.996,-0.15770173008908261
syn_V100_ELOW_z0.5_e0.2_m10_s0,synthetic,inline_fallback,screen,100,500,0.015552220078965626,0.9578114852925192,1.0248982479868867,10.856,-0.08312511346935843
syn_V100_ELOW_z0.5_e0.2_m10_s1,synthetic,inline_fallback,screen,100,500,0.015031746569696317,0.9591437109897277,0.9853300262865249,10.394,-0.06667984270060842
syn_V100_ELOW_z0.5_e0.2_m10_s2,synthetic,inline_fallback,screen,100,500,0.015185109032407806,0.9607743409829622,1.0416660587776103,10.696,-0.08226060333316357
syn_V100_ELOW_z0.5_e0.2_m4_s0,synthetic,inline_fallback,screen,100,500,0.015406417714392946,0.9592331138929553,1.0248982479868867,5.078,-0.07460956083820974
syn_V100_ELOW_z0.5_e0.2_m4_s1,synthetic,inline_fallback,screen,100,500,0.014812739577056984,0.9585972274614859,0.9853300262865249,4.748,-0.07705083755558162
syn_V100_ELOW_z0.5_e0.2_m4_s2,synthetic,inline_fallback,screen,100,500,0.016080947365061122,0.9559097686682946,1.0416660587776103,4.926,-0.07669446352187165
syn_V100_ELOW_z0.5_e0.6_m10_s0,synthetic,inline_fallback,screen,100,500,0.01518368739270422,0.9615249074572002,1.0248982479868867,10.526,-0.05376296449303447
syn_V100_ELOW_z0.5_e0.6_m10_s1,synthetic,inline_fallback,screen,100,500,0.014682299657397303,0.960882987798122,0.9853300262865249,10.944,-0.05726790518751098
syn_V100_ELOW_z0.5_e0.6_m10_s2,synthetic,inline_fallback,screen,100,500,0.015079150762489196,0.9618510767615437,1.0416660587776103,10.702,-0.07192561282595192
syn_V100_ELOW_z0.5_e0.6_m4_s0,synthetic,inline_fallback,screen,100,500,0.014966863488645014,0.959502380302071,1.0248982479868867,5.09,-0.06462815239707506
syn_V100_ELOW_z0.5_e0.6_m4_s1,synthetic,inline_fallback,screen,100,500,0.014844546904730326,0.9576358918502924,0.9853300262865249,5.132,-0.06693373754269832
syn_V100_ELOW_z0.5_e0.6_m4_s2,synthetic,inline_fallback,screen,100,500,0.0170392784252116,0.9471909454664148,1.0416660587776103,4.838,-0.0845986057079687
syn_V100_ELOW_z1.5_e0.2_m10_s0,synthetic,inline_fallback,screen,100,500,0.20453535139681336,0.545326369597432,1.0248982479868867,10.856,-0.23625362858377835
syn_V100_ELOW_z1.5_e0.2_m10_s1,synthetic,inline_fallback,screen,100,500,0.18235198036062428,0.5563869699180097,0.9853300262865249,10.394,-0.28491575569391114
syn_V100_ELOW_z1.5_e0.2_m10_s2,synthetic,inline_fallback,screen,100,500,0.2116431568597048,0.5358388033180828,1.0416660587776103,10.696,-0.2501709228523773
syn_V100_ELOW_z1.5_e0.2_m4_s0,synthetic,inline_fallback,screen,100,500,0.1934348658284856,0.5531697113446106,1.0248982479868867,5.078,-0.23580784341187191
syn_V100_ELOW_z1.5_e0.2_m4_s1,synthetic,inline_fallback,screen,100,500,0.17634162279690288,0.552179214804126,0.9853300262865249,4.748,-0.28647975707335427
syn_V100_ELOW_z1.5_e0.2_m4_s2,synthetic,inline_fallback,screen,100,500,0.21331482013469943,0.5403889785311116,1.0416660587776103,4.926,-0.22629887824462774
syn_V100_ELOW_z1.5_e0.6_m10_s0,synthetic,inline_fallback,screen,100,500,0.14054773705394186,0.6020900548201495,1.0248982479868867,10.526,-0.2102954192404482
syn_V100_ELOW_z1.5_e0.6_m10_s1,synthetic,inline_fallback,screen,100,500,0.1331237147802682,0.6032356084167824,0.9853300262865249,10.944,-0.26050833801389767
syn_V100_ELOW_z1.5_e0.6_m10_s2,synthetic,inline_fallback,screen,100,500,0.19432922342847217,0.546172891083913,1.0416660587776103,10.702,-0.2199885080687313
syn_V100_ELOW_z1.5_e0.6_m4_s0,synthetic,inline_fallback,screen,100,500,0.14190617606712605,0.6006660835673863,1.0248982479868867,5.09,-0.21834927798482645
syn_V100_ELOW_z1.5_e0.6_m4_s1,synthetic,inline_fallback,screen,100,500,0.1321853112172493,0.5967321839598569,0.9853300262865249,5.132,-0.2663713048082485
syn_V100_ELOW_z1.5_e0.6_m4_s2,synthetic,inline_fallback,screen,100,500,0.22275222831049926,0.5196656140026298,1.0416660587776103,4.838,-0.207424781028007
syn_V20_EHIGH_z0.5_e0.2_m10_s0,synthetic,inline_fallback,screen,20,500,0.0582104401079398,0.9755755428040398,1.429602257963836,10.63,-0.10957343617974331
syn_V20_EHIGH_z0.5_e0.2_m10_s1,synthetic,inline_fallback,screen,20,500,0.06909127455229554,0.9512881065964386,1.4801799190446365,10.462,-0.09756511260119981
syn_V20_EHIGH_z0.5_e0.2_m10_s2,synthetic,inline_fallback,screen,20,500,0.06117826160299537,0.9679925687037053,1.4706483074842378,10.602,-0.10524899342208738
syn_V20_EHIGH_z0.5_e0.2_m4_s0,synthetic,inline_fallback,screen,20,500,0.05986230265179514,0.971215466239037,1.429602257963836,4.846,-0.1144388912677489
syn_V20_EHIGH_z0.5_e0.2_m4_s1,synthetic,inline_fallback,screen,20,500,0.068115234375,0.9507064005914169,1.4801799190446365,5.002,-0.0940557897936279
syn_V20_EHIGH_z0.5_e0.2_m4_s2,synthetic,inline_fallback,screen,20,500,0.059853869751869314,0.9710476287883107,1.4706483074842378,5.178,-0.07435130916068408
syn_V20_EHIGH_z0.5_e0.6_m10_s0,synthetic,inline_fallback,screen,20,500,0.06092905327449233,0.9634306096296,1.429602257963836,10.396,-0.03133653959358558
syn_V20_EHIGH_z0.5_e0.6_m10_s1,synthetic,inline_fallback,screen,20,500,0.0706550380421383,0.9472215389761144,1.4801799190446365,10.98,-0.10086880331536074
syn_V20_EHIGH_z0.5_e0.6_m10_s2,synthetic,inline_fallback,screen,20,500,0.05773901583425393,0.9756765763610737,1.4706483074842378,10.716,-0.061391092494326546
syn_V20_EHIGH_z0.5_e0.6_m4_s0,synthetic,inline_fallback,screen,20,500,0.05978829288807587,0.9671287332861457,1.429602257963836,4.812,-0.053716265422118735
syn_V20_EHIGH_z0.5_e0.6_m4_s1,synthetic,inline_fallback,screen,20,500,0.07685480267655752,0.9354732675896842,1.4801799190446365,4.838,-0.109339573487124
syn_V20_EHIGH_z0.5_e0.6_m4_s2,synthetic,inline_fallback,screen,20,500,0.061876016798221245,0.9636897843060285,1.4706483074842378,4.996,-0.04464692819879486
syn_V20_EHIGH_z1.5_e0.2_m10_s0,synthetic,inline_fallback,screen,20,500,0.20067486952277752,0.7173266583422697,1.429602257963836,10.63,-0.2190969272988148
syn_V20_EHIGH_z1.5_e0.2_m10_s1,synthetic,inline_fallback,screen,20,500,0.29143321964058017,0.6232872947804228,1.4801799190446365,10.462,-0.1918193434739018
syn_V20_EHIGH_z1.5_e0.2_m10_s2,synthetic,inline_fallback,screen,20,500,0.2287055927604292,0.6840947970853206,1.4706483074842378,10.602,-0.22936663825886178
syn_V20_EHIGH_z1.5_e0.2_m4_s0,synthetic,inline_fallback,screen,20,500,0.20525276349774516,0.7108196205601309,1.429602257963836,4.846,-0.19402989530644296
syn_V20_EHIGH_z1.5_e0.2_m4_s1,synthetic,inline_fallback,screen,20,500,0.29513176120057405,0.6168287952297881,1.4801799190446365,5.002,-0.19761535292482849
syn_V20_EHIGH_z1.5_e0.2_m4_s2,synthetic,inline_fallback,screen,20,500,0.2216747177134181,0.6920286043152956,1.4706483074842378,5.178,-0.23627124755001164
syn_V20_EHIGH_z1.5_e0.6_m10_s0,synthetic,inline_fallback,screen,20,500,0.11377803830022812,0.8343604808821179,1.429602257963836,10.396,-0.13244159095676086
syn_V20_EHIGH_z1.5_e0.6_m10_s1,synthetic,inline_fallback,screen,20,500,0.21800843824080068,0.7219557492209042,1.4801799190446365,10.98,-0.12280314956912611
syn_V20_EHIGH_z1.5_e0.6_m10_s2,synthetic,inline_fallback,screen,20,500,0.13165410630612095,0.8139648670779559,1.4706483074842378,10.716,-0.14340403074319977
syn_V20_EHIGH_z1.5_e0.6_m4_s0,synthetic,inline_fallback,screen,20,500,0.11018967604853705,0.8430307541308217,1.429602257963836,4.812,-0.12338039112453736
syn_V20_EHIGH_z1.5_e0.6_m4_s1,synthetic,inline_fallback,screen,20,500,0.2516291094470852,0.6879183772977719,1.4801799190446365,4.838,-0.09910684848618775
syn_V20_EHIGH_z1.5_e0.6_m4_s2,synthetic,inline_fallback,screen,20,500,0.13744004852046143,0.8051787000208425,1.4706483074842378,4.996,-0.13492715730483656
syn_V20_ELOW_z0.5_e0.2_m10_s0,synthetic,inline_fallback,screen,20,500,0.06337886853922542,0.96247128942406,1.056079341685496,10.856,-0.0996584990443535
syn_V20_ELOW_z0.5_e0.2_m10_s1,synthetic,inline_fallback,screen,20,500,0.06109262119361598,0.9678308008178768,0.9516507919534823,10.394,-0.09384711514554353
syn_V20_ELOW_z0.5_e0.2_m10_s2,synthetic,inline_fallback,screen,20,500,0.06251342259580243,0.9652511094150578,1.0215795301286927,10.696,-0.10204090311872835
syn_V20_ELOW_z0.5_e0.2_m4_s0,synthetic,inline_fallback,screen,20,500,0.06171184087070745,0.9671045233572783,1.056079341685496,5.078,-0.08349769217945129
syn_V20_ELOW_z0.5_e0.2_m4_s1,synthetic,inline_fallback,screen,20,500,0.05991279892291285,0.970016033918349,0.9516507919534823,4.748,-0.08540086635925925
syn_V20_ELOW_z0.5_e0.2_m4_s2,synthetic,inline_fallback,screen,20,500,0.06341855788566504,0.9645424881309775,1.0215795301286927,4.926,-0.09438135007075714
syn_V20_ELOW_z0.5_e0.6_m10_s0,synthetic,inline_fallback,screen,20,500,0.060639337558438304,0.9684430933974202,1.056079341685496,10.526,-0.03229659635374023
syn_V20_ELOW_z0.5_e0.6_m10_s1,synthetic,inline_fallback,screen,20,500,0.05876838145735298,0.9739523781040388,0.9516507919534823,10.944,-0.07546648212713936
syn_V20_ELOW_z0.5_e0.6_m10_s2,synthetic,inline_fallback,screen,20,500,0.06252548105840042,0.9654433029680561,1.0215795301286927,10.702,-0.08551442596943623
syn_V20_ELOW_z0.5_e0.6_m4_s0,synthetic,inline_fallback,screen,20,500,0.06104457617498673,0.9671326542536364,1.056079341685496,5.09,-0.06658615575559765
syn_V20_ELOW_z0.5_e0.6_m4_s1,synthetic,inline_fallback,screen,20,500,0.05881945561191133,0.9725218932293467,0.9516507919534823,5.132,-0.07560099961868681
syn_V20_ELOW_z0.5_e0.6_m4_s2,synthetic,inline_fallback,screen,20,500,0.06712401165616667,0.9544650544452419,1.0215795301286927,4.838,-0.07777308657907106
syn_V20_ELOW_z1.5_e0.2_m10_s0,synthetic,inline_fallback,screen,20,500,0.2516479471070659,0.6600546993101083,1.056079341685496,10.856,-0.21888465311565614
syn_V20_ELOW_z1.5_e0.2_m10_s1,synthetic,inline_fallback,screen,20,500,0.22609872027573405,0.6782617471060908,0.9516507919534823,10.394,-0.20040321366460062
syn_V20_ELOW_z1.5_e0.2_m10_s2,synthetic,inline_fallback,screen,20,500,0.26336421052023334,0.6454586511783662,1.0215795301286927,10.696,-0.226586414452374
syn_V20_ELOW_z1.5_e0.2_m4_s0,synthetic,inline_fallback,screen,20,500,0.236398573841246,0.6730759890009441,1.056079341685496,5.078,-0.23210295265366399
syn_V20_ELOW_z1.5_e0.2_m4_s1,synthetic,inline_fallback,screen,20,500,0.2212784025393467,0.6771979493288797,0.9516507919534823,4.748,-0.24686053723635704
syn_V20_ELOW_z1.5_e0.2_m4_s2,synthetic,inline_fallback,screen,20,500,0.26437103003606877,0.6519828175137726,1.0215795301286927,4.926,-0.21186838730194418
syn_V20_ELOW_z1.5_e0.6_m10_s0,synthetic,inline_fallback,screen,20,500,0.17242715914431522,0.7407196997618756,1.056079341685496,10.526,-0.18427376783477817
syn_V20_ELOW_z1.5_e0.6_m10_s1,synthetic,inline_fallback,screen,20,500,0.16604429934669238,0.7451173477054628,0.9516507919534823,10.944,-0.18000373545255705
syn_V20_ELOW_z1.5_e0.6_m10_s2,synthetic,inline_fallback,screen,20,500,0.24053579531119745,0.6629775872665278,1.0215795301286927,10.702,-0.18064264702856225
syn_V20_ELOW_z1.5_e0.6_m4_s0,synthetic,inline_fallback,screen,20,500,0.17418521861882938,0.7396772638187283,1.056079341685496,5.09,-0.1888725316223966
syn_V20_ELOW_z1.5_e0.6_m4_s1,synthetic,inline_fallback,screen,20,500,0.16797996077137883,0.7392680076879026,0.9516507919534823,5.132,-0.17018801731422933
syn_V20_ELOW_z1.5_e0.6_m4_s2,synthetic,inline_fallback,screen,20,500,0.27316909020661706,0.6310818859369564,1.0215795301286927,4.838,-0.20132645480950268
syn_V500_EHIGH_z0.5_e0.2_m10_s0,synthetic,inline_fallback,screen,500,500,0.00357543430750216,0.9571955402385361,1.4583252317220516,10.63,-0.03166166007251175
syn_V500_EHIGH_z0.5_e0.2_m10_s1,synthetic,inline_fallback,screen,500,500,0.004084396454796138,0.9505932421109997,1.4857688279220929,10.462,-0.04943094680588397
syn_V500_EHIGH_z0.5_e0.2_m10_s2,synthetic,inline_fallback,screen,500,500,0.0038696849825961494,0.9518905119276728,1.4717217688295179,10.602,-0.035131625387979884
syn_V500_EHIGH_z0.5_e0.2_m4_s0,synthetic,inline_fallback,screen,500,500,0.0043853864744329745,0.9359753753336603,1.4583252317220516,4.846,-0.04309325162886471
syn_V500_EHIGH_z0.5_e0.2_m4_s1,synthetic,inline_fallback,screen,500,500,0.004395154057716837,0.9364241439061183,1.4857688279220929,5.002,-0.06596124583218513
syn_V500_EHIGH_z0.5_e0.2_m4_s2,synthetic,inline_fallback,screen,500,500,0.003976874824778687,0.9418482006292229,1.4717217688295179,5.178,-0.03287493290501612
syn_V500_EHIGH_z0.5_e0.6_m10_s0,synthetic,inline_fallback,screen,500,500,0.0038774297733613385,0.9531657375941613,1.4583252317220516,10.396,-0.02984299353804032
syn_V500_EHIGH_z0.5_e0.6_m10_s1,synthetic,inline_fallback,screen,500,500,0.0040676569357067675,0.9495380931268078,1.4857688279220929,10.98,-0.029319160890380214
syn_V500_EHIGH_z0.5_e0.6_m10_s2,synthetic,inline_fallback,screen,500,500,0.0038192441122844056,0.9545650695648262,1.4717217688295179,10.716,-0.04091553801995677
syn_V500_EHIGH_z0.5_e0.6_m4_s0,synthetic,inline_fallback,screen,500,500,0.003978098126878585,0.9378424233181769,1.4583252317220516,4.812,-0.03021761908837627
syn_V500_EHIGH_z0.5_e0.6_m4_s1,synthetic,inline_fallback,screen,500,500,0.004367170719365206,0.9341568364701891,1.4857688279220929,4.838,-0.05407583462859407
syn_V500_EHIGH_z0.5_e0.6_m4_s2,synthetic,inline_fallback,screen,500,500,0.004510886654263126,0.9345185478121028,1.4717217688295179,4.996,-0.046027216341189656
