catalog_id,origin,source,fold,n_items,n_users,sales_hhi,sales_norm_entropy,attr_entropy,mean_history_length,headroom
phi_V100_EHIGH_z1.5_p0.5_s0,synthetic,latent_intent_model,screen,100,1000,0.030313253621456298,0.8939289361486655,0.9726995512565525,9.933,-0.12314194774685358
phi_V100_EHIGH_z1.5_p0.5_s1,synthetic,latent_intent_model,screen,100,1000,0.022569114566398783,0.9087482766143201,0.9369406823663239,9.973,-0.12335186983307131
phi_V100_EHIGH_z1.5_p0.5_s2,synthetic,latent_intent_model,screen,100,1000,0.029559250772247834,0.8833495602193217,0.9483492287140299,9.994,-0.1527031467901123
phi_V100_EHIGH_z1.5_p0_s0,synthetic,latent_intent_model,confirm,100,1000,0.030423605510866723,0.8970762244170174,0.9726995512565525,9.933,-0.13652613624892812
phi_V100_EHIGH_z1.5_p0_s1,synthetic,latent_intent_model,confirm,100,1000,0.022846737992725803,0.9080262866578644,0.9369406823663239,9.973,-0.13243920138874074
phi_V100_EHIGH_z1.5_p1_s0,synthetic,latent_intent_model,screen,100,1000,0.02746669401260849,0.9027129648639861,0.9726995512565525,9.933,-0.10152299663949185
phi_V100_EHIGH_z1.5_p1_s1,synthetic,latent_intent_model,screen,100,1000,0.0220932534404491,0.9100533545834675,0.9369406823663239,9.973,-0.09355620854726444
phi_V100_ELOW_z0.5_p0.25_s0,synthetic,latent_intent_model,confirm,100,1000,0.2584969332539965,0.44982652733266754,1.0362950243175222,9.933,-0.1920867002102217
phi_V100_ELOW_z0.5_p0.25_s1,synthetic,latent_intent_model,screen,100,1000,0.35678295426329243,0.3479393721194758,0.9879922801443358,9.973,-0.1979197404047783
phi_V100_ELOW_z0.5_p0.5_s0,synthetic,latent_intent_model,screen,100,1000,0.2480008760803528,0.4611134003889137,1.0362950243175222,9.933,-0.18918617066353557
phi_V100_ELOW_z0.5_p0.5_s1,synthetic,latent_intent_model,screen,100,1000,0.342529712470267,0.3579310819673316,0.9879922801443358,9.973,-0.19422743651265914
phi_V100_ELOW_z0.5_p0.5_s2,synthetic,latent_intent_model,confirm,100,1000,0.22431527081873076,0.4654197856784772,0.9966815612941397,9.994,-0.2734961840082569
phi_V100_ELOW_z0.5_p0_s0,synthetic,latent_intent_model,screen,100,1000,0.2649166702050477,0.44166658274547993,1.0362950243175222,9.933,-0.19810552880475069
phi_V100_ELOW_z0.5_p0_s1,synthetic,latent_intent_model,screen,100,1000,0.36174600904557996,0.3439421080901453,0.9879922801443358,9.973,-0.20255869376240326
phi_V100_ELOW_z0.5_p1_s0,synthetic,latent_intent_model,screen,100,1000,0.24686385875828068,0.46062690584612326,1.0362950243175222,9.933,-0.18833706938648848
phi_V100_ELOW_z0.5_p1_s1,synthetic,latent_intent_model,screen,100,1000,0.3417598068915178,0.3674335115494079,0.9879922801443358,9.973,-0.1831489232957482
phi_V100_ELOW_z1.5_p0.25_s0,synthetic,latent_intent_model,screen,100,1000,0.024520340657615533,0.897761888962538,1.0362950243175222,9.933,-0.11546293210864929
phi_V100_ELOW_z1.5_p0.25_s1,synthetic,latent_intent_model,confirm,100,1000,0.030176024339099012,0.8918640687154348,0.9879922801443358,9.973,-0.12435345088507957
phi_V100_ELOW_z1.5_p0.5_s0,synthetic,latent_intent_model,confirm,100,1000,0.02344362050588554,0.902997724948954,1.0362950243175222,9.933,-0.11176583757757888
phi_V100_ELOW_z1.5_p0.5_s1,synthetic,latent_intent_model,screen,100,1000,0.02849794186315128,0.8974666261594029,0.9879922801443358,9.973,-0.12210470980228878
phi_V100_ELOW_z1.5_p0.5_s2,synthetic,latent_intent_model,confirm,100,1000,0.0234107730337116,0.9100489022541826,0.9966815612941397,9.994,-0.105757292613053
phi_V100_ELOW_z1.5_p0_s0,synthetic,latent_intent_model,screen,100,1000,0.02394886799954982,0.9014757382638044,1.0362950243175222,9.933,-0.1149466621194752
phi_V100_ELOW_z1.5_p0_s1,synthetic,latent_intent_model,screen,100,1000,0.030367289203701544,0.89110254495346,0.9879922801443358,9.973,-0.12845638436556978
phi_V100_ELOW_z1.5_p1_s0,synthetic,latent_intent_model,screen,100,1000,0.021969409060195292,0.9109868842499106,1.0362950243175222,9.933,-0.08118502084637072
phi_V100_ELOW_z1.5_p1_s1,synthetic,latent_intent_model,screen,100,1000,0.027147478040624996,0.9008452215238412,0.9879922801443358,9.973,-0.09266323107412851
phi_V20_EHIGH_z0.5_p0.25_s0,synthetic,latent_intent_model,confirm,20,600,0.30357552957844397,0.5346139321583101,1.0108834372410342,9.941666666666666,-0.24450428165954455
phi_V20_EHIGH_z0.5_p0.25_s1,synthetic,latent_intent_model,confirm,20,600,0.44169177431855583,0.47260577680405347,0.9858133730643219,10.041666666666666,-0.1859022949974675
phi_V20_EHIGH_z0.5_p0.5_s0,synthetic,latent_intent_model,confirm,20,600,0.2982141550973427,0.5425627750383651,1.0108834372410342,9.941666666666666,-0.2476409536082021
phi_V20_EHIGH_z0.5_p0.5_s1,synthetic,latent_intent_model,screen,20,600,0.4288617693609027,0.4845501009961964,0.9858133730643219,10.041666666666666,-0.1850799328645395
phi_V20_EHIGH_z0.5_p0.5_s2,synthetic,latent_intent_model,confirm,20,600,0.47262307583076335,0.4577805450280434,0.9409548651269274,9.906666666666666,-0.16859172779803475
phi_V20_EHIGH_z0.5_p0_s0,synthetic,latent_intent_model,confirm,20,600,0.30320624949599934,0.5357376069057667,1.0108834372410342,9.941666666666666,-0.24718063432369455
phi_V20_EHIGH_z0.5_p0_s1,synthetic,latent_intent_model,confirm,20,600,0.44886101807146284,0.4639281521039499,0.9858133730643219,10.041666666666666,-0.1811255922559326
phi_V20_EHIGH_z0.5_p1_s0,synthetic,latent_intent_model,confirm,20,600,0.28451263764722845,0.562586270008434,1.0108834372410342,9.941666666666666,-0.23239976117119335
phi_V20_EHIGH_z0.5_p1_s1,synthetic,latent_intent_model,confirm,20,600,0.4288617693609027,0.4845501009961964,0.9858133730643219,10.041666666666666,-0.1850799328645395
phi_V20_EHIGH_z1.5_p0.25_s0,synthetic,latent_intent_model,confirm,20,600,0.14584864801782785,0.8155454578731575,1.0108834372410342,9.941666666666666,-0.17786105264840285
phi_V20_EHIGH_z1.5_p0.25_s1,synthetic,latent_intent_model,confirm,20,600,0.07694360791946672,0.9248606466130015,0.9858133730643219,10.041666666666666,-0.08868732510637947
phi_V20_EHIGH_z1.5_p0.5_s0,synthetic,latent_intent_model,confirm,20,600,0.14056299834013766,0.822372196875669,1.0108834372410342,9.941666666666666,-0.16896015261750155
phi_V20_EHIGH_z1.5_p0.5_s1,synthetic,latent_intent_model,screen,20,600,0.07644855674108732,0.9278453447288859,0.9858133730643219,10.041666666666666,-0.09481405210104553
phi_V20_EHIGH_z1.5_p0.5_s2,synthetic,latent_intent_model,confirm,20,600,0.09332568935096235,0.8914275115542744,0.9409548651269274,9.906666666666666,-0.15216467857762125
phi_V20_EHIGH_z1.5_p0_s0,synthetic,latent_intent_model,confirm,20,600,0.14968209452470252,0.8113082024821675,1.0108834372410342,9.941666666666666,-0.18466701600420052
phi_V20_EHIGH_z1.5_p0_s1,synthetic,latent_intent_model,screen,20,600,0.07730449346785254,0.924783420937614,0.9858133730643219,10.041666666666666,-0.08788238003837338
phi_V20_EHIGH_z1.5_p1_s0,synthetic,latent_intent_model,screen,20,600,0.1397221415577867,0.8230055351042178,1.0108834372410342,9.941666666666666,-0.17551755879971992
phi_V20_EHIGH_z1.5_p1_s1,synthetic,latent_intent_model,confirm,20,600,0.07074999301319865,0.9406015133350506,0.9858133730643219,10.041666666666666,-0.0862219262313311
phi_V20_ELOW_z0.5_p0.25_s0,synthetic,latent_intent_model,screen,20,600,0.6277849487609285,0.3289919546168574,0.9361502325548342,9.941666666666666,-0.14851125756033123
phi_V20_ELOW_z0.5_p0.25_s1,synthetic,latent_intent_model,screen,20,600,0.3623042856491957,0.4948127819301248,0.9900769874131082,10.041666666666666,-0.19530103464467616
phi_V20_ELOW_z0.5_p0.5_s0,synthetic,latent_intent_model,screen,20,600,0.6146101956245178,0.34004860016908117,0.9361502325548342,9.941666666666666,-0.1506340329173815
phi_V20_ELOW_z0.5_p0.5_s1,synthetic,latent_intent_model,screen,20,600,0.3490682606444931,0.5115389034565339,0.9900769874131082,10.041666666666666,-0.1824413860955856
phi_V20_ELOW_z0.5_p0.5_s2,synthetic,latent_intent_model,confirm,20,600,0.3921293328866716,0.49355671055558614,0.9234620442743249,9.906666666666666,-0.19687463465484514
phi_V20_ELOW_z0.5_p0_s0,synthetic,latent_intent_model,confirm,20,600,0.6342880352523292,0.3201038585887111,0.9361502325548342,9.941666666666666,-0.15153331678087087
phi_V20_ELOW_z0.5_p0_s1,synthetic,latent_intent_model,confirm,20,600,0.3667512716335533,0.48729990224100245,0.9900769874131082,10.041666666666666,-0.19348851838922893
phi_V20_ELOW_z0.5_p1_s0,synthetic,latent_intent_model,confirm,20,600,0.6146101956245178,0.34004860016908117,0.9361502325548342,9.941666666666666,-0.1506340329173815
phi_V20_ELOW_z0.5_p1_s1,synthetic,latent_intent_model,screen,20,600,0.34697474358200997,0.5125344924150588,0.9900769874131082,10.041666666666666,-0.1868883890834105
phi_V20_ELOW_z1.5_p0.25_s0,synthetic,latent_intent_model,screen,20,600,0.13253247053777117,0.8381144652284014,0.9361502325548342,9.941666666666666,-0.18139848838852984
phi_V20_ELOW_z1.5_p0.25_s1,synthetic,latent_intent_model,screen,20,600,0.09832441030325383,0.8821299157197183,0.9900769874131082,10.041666666666666,-0.14248043436228658
phi_V20_ELOW_z1.5_p0.5_s0,synthetic,latent_intent_model,screen,20,600,0.12596115385717863,0.8451885317788144,0.9361502325548342,9.941666666666666,-0.1613535623408375
phi_V20_ELOW_z1.5_p0.5_s1,synthetic,latent_intent_model,screen,20,600,0.0963603930681599,0.8849438792265856,0.9900769874131082,10.041666666666666,-0.13275893904064898
phi_V20_ELOW_z1.5_p0.5_s2,synthetic,latent_intent_model,confirm,20,600,0.07853897685701307,0.9122216899733426,0.9234620442743249,9.906666666666666,-0.14477098750750608
phi_V20_ELOW_z1.5_p0_s0,synthetic,latent_intent_model,confirm,20,600,0.13664146578302244,0.8321468222142548,0.9361502325548342,9.941666666666666,-0.1891311641377408
phi_V20_ELOW_z1.5_p0_s1,synthetic,latent_intent_model,confirm,20,600,0.10020301478454775,0.879302958829119,0.9900769874131082,10.041666666666666,-0.148621156422336
phi_V20_ELOW_z1.5_p1_s0,synthetic,latent_intent_model,confirm,20,600,0.12598431902840213,0.845472249517022,0.9361502325548342,9.941666666666666,-0.1671018209965475
phi_V20_ELOW_z1.5_p1_s1,synthetic,latent_intent_model,confirm,20,600,0.0918542751773255,0.8940034933599469,0.9900769874131082,10.041666666666666,-0.11649340872614918
phi_V500_EHIGH_z0.5_p0.25_s0,synthetic,latent_intent_model,screen,500,1000,0.29110669281293855,0.31846240659570885,0.9332265182968614,9.963,-0.2665247887917651
phi_V500_EHIGH_z0.5_p0.25_s1,synthetic,latent_intent_model,screen,500,1000,0.5736742700105522,0.1966984381281426,0.9431996699270941,10.093,-0.17426546139442756
phi_V500_EHIGH_z0.5_p0.5_s0,synthetic,latent_intent_model,confirm,500,1000,0.29438504092600926,0.3240293687405202,0.9332265182968614,9.963,-0.2602337729564915
phi_V500_EHIGH_z0.5_p0.5_s1,synthetic,latent_intent_model,confirm,500,1000,0.573846963205796,0.2009032570814551,0.9431996699270941,10.093,-0.17062181797170614
phi_V500_EHIGH_z0.5_p0.5_s2,synthetic,latent_intent_model,confirm,500,1000,0.33750591405361346,0.29415399260167213,0.9337546901173271,9.929,-0.24154497255595658
phi_V500_EHIGH_z0.5_p0_s0,synthetic,latent_intent_model,confirm,500,1000,0.29713847401876353,0.3150715182125963,0.9332265182968614,9.963,-0.26536558163707247
phi_V500_EHIGH_z0.5_p0_s1,synthetic,latent_intent_model,confirm,500,1000,0.5739833231938533,0.19614250485771154,0.9431996699270941,10.093,-0.1771129871475065
phi_V500_EHIGH_z0.5_p1_s0,synthetic,latent_intent_model,screen,500,1000,0.28833223662259855,0.33408332784075345,0.9332265182968614,9.963,-0.25257412868732865
phi_V500_EHIGH_z0.5_p1_s1,synthetic,latent_intent_model,confirm,500,1000,0.5594137750880328,0.20989284037694006,0.9431996699270941,10.093,-0.17028337483302086
phi_V500_EHIGH_z1.5_p0.25_s0,synthetic,latent_intent_model,confirm,500,1000,0.00875237224563429,0.8826062330906849,0.9332265182968614,9.963,-0.07685621803552409
phi_V500_EHIGH_z1.5_p0.25_s1,synthetic,latent_intent_model,screen,500,1000,0.010096604016015772,0.8886041990050209,0.9431996699270941,10.093,-0.09896683317863822
phi_V500_EHIGH_z1.5_p0.5_s0,synthetic,latent_intent_model,screen,500,1000,0.008803762039732748,0.8810172417792892,0.9332265182968614,9.963,-0.07647581487152741
phi_V500_EHIGH_z1.5_p0.5_s1,synthetic,latent_intent_model,screen,500,1000,0.010408546182114918,0.8879812334677669,0.9431996699270941,10.093,-0.09904087953043178
phi_V500_EHIGH_z1.5_p0.5_s2,synthetic,latent_intent_model,confirm,500,1000,0.006913010742750822,0.8984669765865911,0.9337546901173271,9.929,-0.06386040101609189
phi_V500_EHIGH_z1.5_p0_s0,synthetic,latent_intent_model,screen,500,1000,0.008988542167766551,0.8783520574280399,0.9332265182968614,9.963,-0.07656967557001727
phi_V500_EHIGH_z1.5_p0_s1,synthetic,latent_intent_model,screen,500,1000,0.010281057070648594,0.8864638155906449,0.9431996699270941,10.093,-0.10610481571299213
phi_V500_EHIGH_z1.5_p1_s0,synthetic,latent_intent_model,confirm,500,1000,0.008181157600784137,0.88815639278745,0.9332265182968614,9.963,-0.06725192746263957
phi_V500_EHIGH_z1.5_p1_s1,synthetic,latent_intent_model,confirm,500,1000,0.01047893539828307,0.8855522665000809,0.9431996699270941,10.093,-0.08992403005593372
phi_V500_ELOW_z0.5_p0.25_s0,synthetic,latent_intent_model,screen,500,1000,0.3044053186275313,0.2910964790028421,0.9994916341039062,9.963,-0.22701357218617138
phi_V500_ELOW_z0.5_p0.25_s1,synthetic,latent_intent_model,confirm,500,1000,0.4916719887677709,0.21021011602093623,1.0164405661443532,10.093,-0.17839119612529933
phi_V500_ELOW_z0.5_p0.5_s0,synthetic,latent_intent_model,screen,500,1000,0.29394819281199724,0.2979413486466476,0.9994916341039062,9.963,-0.21705207887487984
phi_V500_ELOW_z0.5_p0.5_s1,synthetic,latent_intent_model,confirm,500,1000,0.4814667759925735,0.21773641929672397,1.0164405661443532,10.093,-0.18266862445263551
phi_V500_ELOW_z0.5_p0.5_s2,synthetic,latent_intent_model,screen,500,1000,0.21653102047591866,0.3580103170257817,0.9994939318399348,9.929,-0.2560169391409352
phi_V500_ELOW_z0.5_p0_s0,synthetic,latent_intent_model,confirm,500,1000,0.3074795369953872,0.2890617454187552,0.9994916341039062,9.963,-0.22537707471593743
phi_V500_ELOW_z0.5_p0_s1,synthetic,latent_intent_model,screen,500,1000,0.4998557292972816,0.20681687594338644,1.0164405661443532,10.093,-0.17669886591430456
phi_V500_ELOW_z0.5_p1_s0,synthetic,latent_intent_model,screen,500,1000,0.28553877945682876,0.3066157463679315,0.9994916341039062,9.963,-0.22531111532525855
phi_V500_ELOW_z0.5_p1_s1,synthetic,latent_intent_model,screen,500,1000,0.4814667759925735,0.21773641929672397,1.0164405661443532,10.093,-0.18266862445263551
phi_V500_ELOW_z1.5_p0.25_s0,synthetic,latent_intent_model,confirm,500,1000,0.02308845131869908,0.8418613694590129,0.9994916341039062,9.963,-0.12222011198007147
phi_V500_ELOW_z1.5_p0.25_s1,synthetic,latent_intent_model,screen,500,1000,0.013947176241087045,0.8550344641847709,1.0164405661443532,10.093,-0.11678621657743844
phi_V500_ELOW_z1.5_p0.5_s0,synthetic,latent_intent_model,confirm,500,1000,0.021864300402562684,0.8429944499363637,0.9994916341039062,9.963,-0.12707768993980303
phi_V500_ELOW_z1.5_p0.5_s1,synthetic,latent_intent_model,screen,500,1000,0.013623610167730773,0.8577872370965135,1.0164405661443532,10.093,-0.11284716143718596
phi_V500_ELOW_z1.5_p0.5_s2,synthetic,latent_intent_model,screen,500,1000,0.008347643423191324,0.887720271407983,0.9994939318399348,9.929,-0.07450065045539844
phi_V500_ELOW_z1.5_p0_s0,synthetic,latent_intent_model,screen,500,1000,0.02362386045572079,0.8377113299645789,0.9994916341039062,9.963,-0.1260779743204791
phi_V500_ELOW_z1.5_p0_s1,synthetic,latent_intent_model,confirm,500,1000,0.013846401723492364,0.8576755556055558,1.0164405661443532,10.093,-0.11762840554096925
phi_V500_ELOW_z1.5_p1_s0,synthetic,latent_intent_model,screen,500,1000,0.019795878622187322,0.84974897244165,0.9994916341039062,9.963,-0.10843958566423217
phi_V500_ELOW_z1.5_p1_s1,synthetic,latent_intent_model,screen,500,1000,0.012855582587937536,0.8631462446499715,1.0164405661443532,10.093,-0.09744695938321254
synth_attr_hetero_s0,synthetic,latent_intent_model,screen,200,1000,0.051585075326148574,0.745207680327275,0.8539489271851337,13.986,-0.21830454311923866
synth_attr_many_s0,synthetic,latent_intent_model,confirm,200,1000,0.07663534162160225,0.7127325092002509,0.8559807496474113,13.986,-0.20204946296396367
synth_hist_long_s0,synthetic,latent_intent_model,screen,200,1000,0.027607517523875767,0.830022195445053,0.9050161277006503,23.899,-0.16371106496894233
synth_hist_short_s0,synthetic,latent_intent_model,confirm,200,1000,0.029880779541714288,0.8246769455645478,0.9050161277006503,7.968,-0.15400820095096274
synth_stick_low_s0,synthetic,latent_intent_model,confirm,200,1000,0.02916281625229967,0.8239208648549025,0.9050161277006503,13.986,-0.16685037062199465
synth_tstat_s0,synthetic,latent_intent_model,screen,200,1000,0.04750448430518268,0.7812025919265068,0.9050161277006503,13.986,-0.18980759344669937
synth_v1000_s0,synthetic,latent_intent_model,confirm,1000,1000,0.022878014535937227,0.7363560086381353,0.875912633524919,14.014,-0.16127930995259512
synth_v1000_s1,synthetic,latent_intent_model,screen,1000,1000,0.025432334294177326,0.7299631358496287,0.8767363396033773,13.965,-0.14839524210980554
synth_v1000_s2,synthetic,latent_intent_model,screen,1000,1000,0.015812302772394038,0.7832217017652395,0.8758481964232259,14.139,-0.12257444277711534
synth_v200_s0,synthetic,latent_intent_model,screen,200,1000,0.029597035891445637,0.8238657019464158,0.9050161277006503,13.986,-0.16474678473543256
synth_v200_s1,synthetic,latent_intent_model,confirm,200,1000,0.0354997765059164,0.7900296085871649,0.8572898253359269,14.023,-0.17596767056342394
synth_v200_s2,synthetic,latent_intent_model,confirm,200,1000,0.08052341518414935,0.682707945974915,0.851295081972647,13.961,-0.2319262062575937
synth_v200_s3,synthetic,latent_intent_model,screen,200,1000,0.0637643264061223,0.7322741250426985,0.8672854232225895,14.132,-0.20658105914849792
synth_v20_s0,synthetic,latent_intent_model,screen,20,600,0.2004784808029571,0.7249845540461995,0.8945974561808799,13.983333333333333,-0.18633918350795242
synth_v50_s0,synthetic,latent_intent_model,screen,50,600,0.08917583735808596,0.7776974267442153,0.8689503619722463,13.983333333333333,-0.21337889261579274
synth_zipf05_s0,synthetic,latent_intent_model,screen,200,1000,0.2983668503566602,0.36964860456958715,0.9050161277006503,13.986,-0.24797727041365042
synth_zipf15_s0,synthetic,latent_intent_model,screen,200,1000,0.011756918189951858,0.9196302020368842,0.9050161277006503,13.986,-0.06544910400239179
synth_zipf20_s0,synthetic,latent_intent_model,confirm,200,1000,0.009892564038843235,0.9394721347088897,0.9050161277006503,13.986,-0.046912674137041484
synth_zipf20_s1,synthetic,latent_intent_model,confirm,200,1000,0.011627249926451713,0.919829366330262,0.8572898253359269,14.023,-0.05531043016082671
uci_retail_1_lights,real,uci_online_retail_1,confirm,144,13,0.12757396449704145,0.46218441906287155,0.4906356217545843,6.538461538461538,-0.15863266434927145
uci_retail_2_lights,real,uci_online_retail_2,confirm,160,30,0.09644970414201183,0.5354176644201523,0.48965094166802575,5.833333333333333,-0.06530891167961471
